customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type
KE70943,California,10090.40808,California,Extended,College,1/20/11,Employed,F,97238,Suburban,Divorced,126,6.0,91,0.0,3,Personal Auto,Personal L3,Offer3,Web,604.8,SUV,Medsize,A
PO89542,Oregon,5009.808888,Oregon,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Married,68,21.0,69,0.0,7,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Medsize,A
OD66412,California,5018.894421,California,Basic,Doctor,2/6/11,Employed,F,74423,Rural,Married,62,31.0,10,0.0,5,Personal Auto,Personal L2,Offer2,Agent,50.800186,Four-Door Car,Medsize,A
SI78985,Oregon,7993.003997,Oregon,Premium,Bachelor,1/3/11,Employed,F,39448,Rural,Married,103,10.0,14,3.0,5,Personal Auto,Personal L1,Offer3,Web,66.020788,Four-Door Car,Medsize,A
MC85738,California,14635.45158,California,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,A
PW90662,Oregon,13623.62257,Oregon,Extended,College,1/27/11,Employed,M,67060,Urban,Single,126,1.0,85,4.0,2,Personal Auto,Personal L2,Offer1,Web,339.000467,SUV,Medsize,A
UG37492,California,4362.931238,California,Premium,College,1/3/11,Employed,M,58842,Suburban,Married,110,6.0,74,0.0,1,Personal Auto,Personal L3,Offer2,Branch,528.0,Four-Door Car,Medsize,A
RO25639,calofornia,5442.744248,calofornia,Basic,Doctor,2/3/11,Employed,F,25884,Urban,Married,69,18.0,36,3.0,9,Personal Auto,Personal L3,Offer2,Branch,292.274846,Four-Door Car,Medsize,A
GG87344,Oregon,4035.009284,Oregon,Basic,College,1/4/11,Employed,F,55407,Urban,Married,101,30.0,68,1.0,1,Personal Auto,Personal L3,Offer3,Agent,275.341953,Four-Door Car,Medsize,A
XM91056,California,4876.315707,California,Basic,High School or Below,1/19/11,Employed,F,22236,Suburban,Single,62,3.0,45,0.0,4,Personal Auto,Personal L2,Offer1,Agent,409.425049,Two-Door Car,Medsize,A
XU98055,Arizona,9546.81655,Arizona,Extended,College,2/4/11,Medical Leave,M,15406,Suburban,Married,124,7.0,40,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,892.8,SUV,Medsize,A
LW12893,calofornia,7911.626107,calofornia,Basic,High School or Below,2/25/11,Employed,F,43916,Suburban,Divorced,68,10.0,59,2.0,2,Personal Auto,Personal L2,Offer2,Call Center,326.4,Four-Door Car,Small,A
VY40793,Oregon,4270.034394,Oregon,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27.0,2,0.0,1,Personal Auto,Personal L3,Offer2,Agent,725.870693,SUV,Medsize,A
GD83998,Washington,2659.337982,Washington,Basic,Bachelor,1/31/11,Employed,M,24495,Suburban,Single,70,29.0,65,0.0,1,Personal Auto,Personal L2,Offer4,Branch,336.0,Four-Door Car,Small,A
XH85336,Washington,5548.031892,Washington,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,A
MV54498,California,5503.919257,California,Basic,College,2/13/11,Employed,F,59932,Rural,Single,71,16.0,77,1.0,3,Personal Auto,Personal L3,Offer1,Branch,116.600107,Four-Door Car,Medsize,A
MM50888,calofornia,3056.217296,calofornia,Extended,High School or Below,2/13/11,Employed,F,34317,Urban,Married,78,6.0,32,2.0,1,Personal Auto,Personal L3,Offer2,Web,263.592181,Two-Door Car,Medsize,A
VO84133,California,3909.636524,California,Extended,High School or Below,2/8/11,Employed,M,40361,Rural,Married,98,3.0,98,0.0,1,Personal Auto,Personal L3,Offer2,Branch,71.169255,Four-Door Car,Medsize,A
AC67315,Nevada,13862.10016,Nevada,Basic,Bachelor,2/21/11,Employed,F,96950,Suburban,Married,115,20.0,74,0.0,2,Personal Auto,Personal L2,Offer4,Agent,633.132017,Sports Car,Large,A
KG71396,Nevada,4017.055485,Nevada,Premium,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,118,23.0,54,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,959.849922,Two-Door Car,Medsize,A
QR15592,Arizona,5660.133806,Arizona,Basic,Bachelor,2/18/11,Employed,F,59586,Rural,Divorced,72,6.0,70,0.0,3,Personal Auto,Personal L1,Offer2,Branch,91.198362,Four-Door Car,Medsize,A
UY94269,Oregon,2991.423685,Oregon,Basic,Master,1/15/11,Employed,F,35605,Suburban,Married,74,0.0,95,0.0,1,Personal Auto,Personal L3,Offer3,Agent,355.2,Two-Door Car,Medsize,A
WC21901,Arizona,2345.262087,Arizona,Basic,College,2/3/11,Employed,M,51397,Suburban,Single,61,20.0,61,0.0,1,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize,A
YG11074,calofornia,4794.931261,calofornia,Extended,Bachelor,2/2/11,Employed,F,46143,Rural,Divorced,122,15.0,85,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,223.028356,SUV,Medsize,A
HR50405,Oregon,2869.301319,Oregon,Basic,Bachelor,2/24/11,Medical Leave,F,13393,Rural,Married,73,31.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Branch,34.708194,Four-Door Car,Medsize,A
XL90594,California,7584.361069,California,Extended,College,1/6/11,Employed,F,87473,Urban,Divorced,95,28.0,7,0.0,8,Personal Auto,Personal L3,Offer2,Web,448.061777,Four-Door Car,Medsize,A
TL39187,California,6511.103163,California,Extended,Bachelor,2/23/11,Unemployed,M,0,Suburban,Single,91,24.0,28,0.0,8,Corporate Auto,Corporate L3,Offer3,Branch,655.404481,Two-Door Car,Medsize,A
WH62198,California,2213.187935,California,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Divorced,63,0.0,66,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,305.552429,Four-Door Car,Small,A
RM10880,California,3096.511217,California,Extended,College,2/12/11,Employed,F,21604,Suburban,Divorced,79,14.0,28,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Four-Door Car,Medsize,A
GV62858,California,4091.934934,California,Premium,Bachelor,2/23/11,Employed,F,38692,Suburban,Married,102,16.0,8,0.0,1,Personal Auto,Personal L3,Offer1,Web,502.443591,Four-Door Car,Medsize,A
PK24825,calofornia,3293.245706,calofornia,Extended,College,2/15/11,Unemployed,F,0,Suburban,Single,94,3.0,40,0.0,1,Corporate Auto,Corporate L1,Offer3,Call Center,676.8,Four-Door Car,Large,A
EL62967,Oregon,2712.915597,Oregon,Basic,High School or Below,2/7/11,Employed,F,58508,Rural,Single,69,32.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Web,57.614392,Two-Door Car,Medsize,A
SB60942,calofornia,7258.634662,calofornia,Basic,College,1/18/11,Employed,M,88082,Urban,Married,61,10.0,45,1.0,2,Personal Auto,Personal L1,Offer4,Branch,218.779614,Two-Door Car,Medsize,A
JW33458,California,5729.855012,California,Basic,Master,2/15/11,Employed,F,92254,Urban,Married,70,7.0,94,0.0,7,Corporate Auto,Corporate L3,Offer3,Call Center,245.593225,Four-Door Car,Medsize,A
NK26146,Washington,7072.928971,Washington,Basic,College,2/11/11,Employed,F,90551,Suburban,Divorced,61,28.0,4,4.0,2,Corporate Auto,Corporate L3,Offer4,Call Center,374.527412,Four-Door Car,Small,A
GP19791,California,16510.96722,California,Basic,College,2/12/11,Employed,F,31356,Suburban,Married,68,25.0,13,0.0,2,Personal Auto,Personal L3,Offer2,Agent,326.4,Two-Door Car,Small,A
BC48076,Washington,7783.78421,Washington,Basic,Master,1/11/11,Employed,F,48689,Suburban,Married,191,15.0,18,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,985.193759,Luxury Car,Medsize,A
CX58204,Nevada,8079.833042,Nevada,Basic,High School or Below,2/2/11,Disabled,F,13050,Suburban,Married,102,1.0,77,0.0,6,Personal Auto,Personal L1,Offer1,Agent,734.4,SUV,Medsize,A
QU93024,California,29706.78459,California,Extended,Bachelor,1/26/11,Unemployed,M,0,Suburban,Single,128,15.149070740488469,37,0.38425610586747105,2,Personal Auto,Personal L2,Offer1,Agent,1345.317161,SUV,Medsize,A
TI19722,Washington,3436.134281,Washington,Extended,Doctor,2/18/11,Employed,M,30817,Rural,Divorced,88,25.0,43,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,91.834668,Four-Door Car,Medsize,A
ZI85739,California,15860.03591,California,Extended,Master,2/25/11,Unemployed,F,0,Rural,Married,136,10.0,41,0.0,2,Personal Auto,Personal L1,Offer1,Branch,46.098963,SUV,Small,A
ON68006,California,5520.149969,California,Basic,Bachelor,1/16/11,Employed,F,26129,Suburban,Divorced,70,4.0,38,0.0,3,Personal Auto,Personal L2,Offer1,Agent,419.187114,Four-Door Car,Medsize,A
ZZ20738,California,9000.439546,California,Basic,High School or Below,1/28/11,Employed,F,28108,Suburban,Married,114,6.0,27,0.0,3,Personal Auto,Personal L2,Offer4,Agent,547.2,Sports Car,Medsize,A
GP37412,Arizona,8719.896238,Arizona,Basic,College,2/26/11,Employed,F,59763,Suburban,Married,73,4.0,31,0.0,2,Personal Auto,Personal L3,Offer4,Agent,350.4,Two-Door Car,Small,A
DL26809,Nevada,6826.797741,Nevada,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,68,13.0,26,0.0,2,Personal Auto,Personal L3,Offer1,Agent,489.6,Two-Door Car,Small,A
XB43625,Arizona,2504.871709,Arizona,Basic,Bachelor,1/10/11,Employed,F,66081,Rural,Single,64,31.0,92,1.0,1,Personal Auto,Personal L3,Offer1,Branch,42.029731,Four-Door Car,Small,A
AW86033,California,2119.894333,California,Basic,College,1/13/11,Disabled,M,18287,Suburban,Married,61,6.0,56,4.0,1,Personal Auto,Personal L2,Offer1,Agent,292.8,Two-Door Car,Medsize,A
IS55638,California,15503.72309,California,Basic,College,2/18/11,Employed,F,29932,Suburban,Married,64,34.0,5,0.0,2,Personal Auto,Personal L2,Offer1,Branch,319.710124,Two-Door Car,Medsize,A
TP33286,Washington,12010.93726,Washington,Premium,High School or Below,2/5/11,Unemployed,M,0,Suburban,Single,119,3.0,24,0.0,2,Corporate Auto,Corporate L2,Offer2,Agent,856.8,Four-Door Car,Medsize,A
BW52697,California,5505.057003,California,Basic,College,1/1/11,Employed,F,86132,Urban,Married,68,30.0,10,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,301.437365,Two-Door Car,Medsize,A
GL32197,Oregon,5068.264582,Oregon,Basic,College,2/7/11,Employed,M,31475,Rural,Married,64,6.0,3,1.0,3,Personal Auto,Personal L2,Offer3,Call Center,22.962412,Four-Door Car,Medsize,A
PM11577,Oregon,8476.766278,Oregon,Premium,Bachelor,1/28/11,Employed,F,74001,Rural,Married,108,3.0,62,3.0,7,Corporate Auto,Corporate L3,Offer1,Web,254.311154,Two-Door Car,Medsize,A
KZ26788,Washington,4118.588554,Washington,Premium,Bachelor,1/28/11,Employed,F,69379,Suburban,Single,103,15.149070740488469,79,0.38425610586747105,1,Personal Auto,Personal L2,Offer1,Branch,494.4,Two-Door Car,Medsize,A
TK60799,Arizona,4160.018087,Arizona,Basic,High School or Below,1/8/11,Employed,F,96263,Rural,Married,103,5.0,5,0.0,1,Personal Auto,Personal L3,Offer2,Agent,1.924709,SUV,Small,A
OJ90342,Oregon,2457.440923,Oregon,Basic,Bachelor,2/7/11,Employed,F,29486,Rural,Married,62,19.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,7.646763,Four-Door Car,Medsize,A
WO17738,Oregon,8717.851882,Oregon,Premium,High School or Below,1/15/11,Employed,F,36645,Suburban,Single,112,21.0,50,0.0,7,Corporate Auto,Corporate L3,Offer2,Agent,614.082146,Four-Door Car,Large,A
OS21957,California,8896.500265,California,Basic,High School or Below,1/21/11,Employed,F,26201,Rural,Married,112,4.0,48,0.0,8,Personal Auto,Personal L2,Offer4,Call Center,168.901895,SUV,Small,A
GM54723,California,9061.63365,California,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Single,65,19.0,87,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,413.288528,Four-Door Car,Small,A
RN82884,Arizona,4282.947971,Arizona,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16.0,70,1.0,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,A
WS57286,Arizona,4692.165155,Arizona,Basic,College,2/13/11,Unemployed,M,0,Rural,Married,64,20.0,13,0.0,4,Personal Auto,Personal L3,Offer2,Agent,137.169296,Four-Door Car,Medsize,A
JU66696,California,9810.407902,California,Extended,Master,2/20/11,Unemployed,F,0,Suburban,Married,131,15.0,90,0.0,8,Corporate Auto,Corporate L2,Offer3,Branch,628.8,Sports Car,Large,A
VM51572,Washington,7385.359236,Washington,Basic,Bachelor,2/23/11,Employed,M,54289,Suburban,Married,62,32.0,13,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,430.093647,Four-Door Car,Medsize,A
HR64765,Washington,8485.385641,Washington,Extended,High School or Below,2/4/11,Unemployed,M,0,Suburban,Single,244,10.0,99,0.0,1,Personal Auto,Personal L3,Offer1,Branch,1756.8,Luxury Car,Small,A
UH45301,Oregon,9438.915619,Oregon,Premium,College,1/11/11,Employed,M,86946,Urban,Married,118,13.0,14,0.0,7,Personal Auto,Personal L1,Offer2,Agent,340.656963,Four-Door Car,Medsize,A
BG48083,Nevada,6386.278164,Nevada,Extended,Bachelor,1/20/11,Employed,F,23751,Suburban,Single,82,4.0,9,1.0,7,Personal Auto,Personal L2,Offer1,Web,586.921708,Two-Door Car,Medsize,A
ZK56389,Arizona,2397.036098,Arizona,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Special Auto,Special L3,Offer1,Branch,572.072106,Four-Door Car,Medsize,A
TB88830,California,8614.686004,California,Basic,Master,2/19/11,Employed,F,64220,Rural,Married,107,3.0,86,0.0,7,Personal Auto,Personal L2,Offer1,Branch,48.782626,SUV,Medsize,A
NJ11986,Arizona,4456.016549,Arizona,Premium,Master,1/18/11,Employed,F,29550,Rural,Single,114,16.0,70,1.0,1,Corporate Auto,Corporate L3,Offer1,Web,118.750512,Two-Door Car,Medsize,A
HY43263,California,8265.379176,California,Extended,Bachelor,2/7/11,Unemployed,F,0,Suburban,Single,77,17.0,41,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,554.4,Two-Door Car,Small,A
VK43303,Oregon,6019.92547,Oregon,Extended,Bachelor,1/30/11,Employed,M,68658,Urban,Single,77,7.0,60,0.0,8,Personal Auto,Personal L1,Offer2,Branch,296.261405,Two-Door Car,Medsize,A
PV62467,calofornia,4849.697945,calofornia,Basic,College,1/27/11,Employed,F,36413,Rural,Married,61,21.0,76,0.0,3,Personal Auto,Personal L3,Offer1,Branch,153.013115,Four-Door Car,Medsize,A
IV98398,California,15320.37177,California,Extended,Bachelor,1/21/11,Employed,M,81955,Suburban,Married,126,3.0,21,0.0,2,Corporate Auto,Corporate L3,Offer1,Web,720.054248,SUV,Medsize,A
VB94165,Nevada,6714.070698,Nevada,Extended,Master,1/14/11,Unemployed,M,0,Suburban,Married,93,8.0,42,1.0,3,Special Auto,Special L2,Offer1,Agent,604.270179,Two-Door Car,Small,A
RJ80405,Arizona,5498.661301,Arizona,Basic,Bachelor,1/22/11,Employed,M,33191,Suburban,Married,70,9.0,80,0.0,9,Personal Auto,Personal L1,Offer3,Branch,443.53718,Four-Door Car,Medsize,A
YB33445,Oregon,8982.850377,Oregon,Basic,College,2/13/11,Employed,F,43490,Rural,Married,114,24.0,63,4.0,6,Corporate Auto,Corporate L1,Offer1,Call Center,174.588413,SUV,Medsize,A
UE96503,California,5599.668502,California,Basic,Doctor,2/5/11,Unemployed,M,0,Suburban,Married,73,1.0,60,0.0,5,Corporate Auto,Corporate L2,Offer4,Web,350.4,Four-Door Car,Medsize,A
XV84099,Arizona,5504.139033,Arizona,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18.0,45,0.0,5,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize,A
GP13187,California,14917.33495,California,Basic,Master,1/12/11,Unemployed,F,0,Suburban,Married,190,1.0,36,0.0,3,Personal Auto,Personal L3,Offer1,Branch,1368.0,Luxury Car,Medsize,A
ZG59671,Oregon,9772.736775,Oregon,Extended,College,1/14/11,Employed,M,59325,Rural,Divorced,83,20.0,76,0.0,2,Personal Auto,Personal L2,Offer1,Branch,81.599332,Four-Door Car,Medsize,A
DS47984,Arizona,3237.996209,Arizona,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Personal Auto,Personal L1,Offer3,Agent,326.281835,Four-Door Car,Medsize,A
CC31456,Arizona,6457.560953,Arizona,Extended,Bachelor,1/5/11,Employed,M,37548,Rural,Married,81,12.0,9,0.0,3,Special Auto,Special L2,Offer2,Web,160.598662,Four-Door Car,Medsize,A
ZC32761,Arizona,8433.228985,Arizona,Basic,Bachelor,2/15/11,Employed,M,57961,Rural,Divorced,72,15.149070740488469,64,0.38425610586747105,2,Personal Auto,Personal L3,Offer1,Agent,38.513959,Two-Door Car,Large,A
BH36570,California,5912.783829,California,Basic,Bachelor,1/11/11,Employed,M,72208,Suburban,Married,73,3.0,84,0.0,8,Personal Auto,Personal L3,Offer1,Branch,350.4,Two-Door Car,Small,A
MY51849,Oregon,4903.810606,Oregon,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Married,66,19.0,29,0.0,8,Personal Auto,Personal L3,Offer1,Branch,469.6093,Four-Door Car,Large,A
KB53430,calofornia,2227.072755,calofornia,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,A
MH76107,California,4013.945512,California,Basic,College,1/8/11,Employed,M,56586,Rural,Married,100,33.0,86,0.0,1,Personal Auto,Personal L3,Offer2,Agent,121.928014,Sports Car,Medsize,A
VW63894,California,7870.360084,California,Extended,Master,2/4/11,Employed,M,75740,Rural,Married,98,8.0,42,0.0,3,Personal Auto,Personal L1,Offer3,Web,46.702524,Four-Door Car,Medsize,A
YI70563,California,2780.845565,California,Basic,Bachelor,2/25/11,Employed,M,88704,Urban,Married,69,16.0,78,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,259.714887,Two-Door Car,Small,A
RA29518,Washington,5512.342258,Washington,Extended,Master,2/24/11,Employed,M,45971,Rural,Married,138,15.0,91,0.0,1,Special Auto,Special L3,Offer1,Branch,139.826393,SUV,Medsize,A
ZW76597,California,5271.372558,California,Basic,Bachelor,2/14/11,Retired,F,13215,Suburban,Married,74,30.0,17,1.0,3,Corporate Auto,Corporate L3,Offer1,Branch,443.772927,Four-Door Car,Small,A
BC90645,California,2675.029491,California,Basic,Master,2/1/11,Employed,F,55479,Rural,Single,68,5.0,7,1.0,1,Personal Auto,Personal L2,Offer2,Branch,117.964245,Four-Door Car,Medsize,A
RM34371,Nevada,4715.285559,Nevada,Basic,Bachelor,2/25/11,Unemployed,F,0,Suburban,Married,64,28.0,43,0.0,7,Personal Auto,Personal L2,Offer3,Branch,345.345026,Two-Door Car,Medsize,A
XS44101,California,6712.294021,California,Extended,Bachelor,2/4/11,Employed,F,44891,Rural,Married,83,12.0,75,0.0,6,Personal Auto,Personal L3,Offer3,Call Center,74.803791,Four-Door Car,Medsize,A
DS45802,California,5414.61734,California,Basic,High School or Below,2/19/11,Employed,F,26893,Rural,Married,68,1.0,31,0.0,5,Personal Auto,Personal L3,Offer4,Agent,68.226001,Four-Door Car,Medsize,A
QZ70160,Nevada,2396.672304,Nevada,Basic,College,1/18/11,Medical Leave,F,26222,Suburban,Married,62,23.0,18,0.0,1,Personal Auto,Personal L2,Offer1,Branch,297.6,Four-Door Car,Medsize,A
LY30169,California,3360.269641,California,Extended,High School or Below,1/23/11,Employed,M,75216,Rural,Married,84,15.149070740488469,39,0.38425610586747105,1,Corporate Auto,Corporate L3,Offer4,Agent,65.803328,Four-Door Car,Medsize,A
GW14698,Arizona,4882.493829,Arizona,Basic,College,2/28/11,Employed,F,80604,Urban,Married,61,22.0,86,0.0,3,Corporate Auto,Corporate L3,Offer4,Web,255.982609,Four-Door Car,Medsize,A
SP36555,Arizona,6507.751779,Arizona,Extended,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,97,4.0,11,0.0,4,Personal Auto,Personal L1,Offer1,Agent,863.219668,Four-Door Car,Medsize,A
XP52012,Arizona,24258.71383,Arizona,Extended,High School or Below,1/25/11,Unemployed,M,0,Suburban,Single,89,35.0,22,0.0,2,Personal Auto,Personal L3,Offer1,Agent,538.689882,Two-Door Car,Medsize,A
FR17176,Arizona,14944.83656,Arizona,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,68,11.0,52,0.0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,A
FH22095,California,2520.818611,California,Basic,College,2/7/11,Employed,M,39377,Suburban,Married,64,7.0,53,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,307.2,Two-Door Car,Small,A
NT43594,calofornia,2248.449633,calofornia,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7.0,63,1.0,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize,A
QC95625,California,12157.32992,California,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6.0,28,0.0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize,A
HY86417,Arizona,3653.703458,Arizona,Extended,College,2/13/11,Employed,F,74126,Suburban,Married,90,14.0,76,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,478.751065,Two-Door Car,Medsize,A
LU40443,Oregon,5543.802692,Oregon,Basic,Master,2/12/11,Employed,M,64255,Urban,Single,70,7.0,36,0.0,8,Personal Auto,Personal L2,Offer2,Web,193.86537,Four-Door Car,Medsize,A
JP55271,Oregon,10633.50496,Oregon,Extended,High School or Below,2/25/11,Employed,F,80046,Rural,Married,132,4.0,42,0.0,4,Personal Auto,Personal L2,Offer2,Call Center,260.627146,SUV,Small,A
NX62002,Oregon,17497.52201,Oregon,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Two-Door Car,Medsize,A
PU98976,California,6187.345744,California,Extended,Bachelor,2/5/11,Unemployed,F,0,Suburban,Single,88,17.0,25,0.0,6,Personal Auto,Personal L3,Offer1,Call Center,633.6,Four-Door Car,Medsize,A
ZO16199,California,5354.365535,California,Basic,High School or Below,2/16/11,Disabled,F,17099,Suburban,Married,69,13.0,28,0.0,9,Personal Auto,Personal L2,Offer1,Web,331.2,Four-Door Car,Small,A
ZI95657,California,10972.06778,California,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2.0,40,0.0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,A
AO20938,Arizona,32021.40422,Arizona,Basic,High School or Below,1/12/11,Employed,F,31433,Suburban,Married,100,5.0,23,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,635.020091,SUV,Small,A
FX65946,Arizona,5754.746414,Arizona,Basic,Bachelor,1/3/11,Employed,M,34847,Suburban,Married,73,26.0,24,0.0,7,Personal Auto,Personal L3,Offer2,Agent,525.6,Four-Door Car,Small,A
KL39500,Arizona,4983.61893,Arizona,Extended,College,2/8/11,Unemployed,M,0,Suburban,Single,83,22.0,0,3.0,5,Personal Auto,Personal L3,Offer1,Agent,736.00483,Four-Door Car,Small,A
CZ56843,California,9708.504642,California,Extended,College,1/19/11,Employed,M,39930,Suburban,Single,86,22.0,64,1.0,2,Personal Auto,Personal L1,Offer1,Call Center,412.8,Four-Door Car,Medsize,A
FN33339,Oregon,4150.836913,Oregon,Premium,High School or Below,2/8/11,Employed,F,53787,Suburban,Married,104,20.0,77,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,666.092015,Four-Door Car,Medsize,A
SY48471,California,5163.838813,California,Basic,High School or Below,2/22/11,Employed,F,88692,Urban,Married,64,29.0,26,0.0,5,Personal Auto,Personal L2,Offer1,Agent,253.193647,Four-Door Car,Medsize,A
NV11692,Nevada,4420.248983,Nevada,Basic,Bachelor,1/28/11,Unemployed,F,0,Suburban,Single,68,0.0,93,3.0,5,Personal Auto,Personal L3,Offer2,Agent,546.420009,Four-Door Car,Large,A
HN35280,Arizona,2446.664534,Arizona,Basic,Bachelor,2/13/11,Employed,M,82225,Suburban,Divorced,61,24.0,27,0.0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Two-Door Car,Medsize,A
GY69750,Oregon,5296.838482,Oregon,Basic,Master,1/14/11,Unemployed,M,0,Rural,Divorced,73,33.0,44,0.0,3,Personal Auto,Personal L3,Offer1,Branch,152.080908,Four-Door Car,Large,A
ZM31116,Arizona,7949.28426,Arizona,Extended,Doctor,1/6/11,Employed,M,63688,Suburban,Married,99,15.149070740488469,93,0.38425610586747105,6,Personal Auto,Personal L2,Offer2,Branch,475.2,Four-Door Car,Medsize,A
ZW71731,California,5170.358435,California,Extended,Bachelor,1/31/11,Employed,M,89284,Urban,Divorced,133,4.0,62,2.0,1,Corporate Auto,Corporate L3,Offer1,Web,402.070719,SUV,Medsize,A
ZK54897,Arizona,14435.67365,Arizona,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Personal Auto,Personal L3,Offer1,Agent,109.906628,Two-Door Car,Medsize,A
ZY99878,California,13742.53724,California,Premium,High School or Below,1/3/11,Employed,M,90343,Urban,Single,175,11.0,68,0.0,3,Personal Auto,Personal L2,Offer1,Branch,833.072722,SUV,Medsize,A
BZ44726,Nevada,16477.76843,Nevada,Basic,High School or Below,2/26/11,Employed,F,49825,Suburban,Married,70,14.0,27,3.0,2,Corporate Auto,Corporate L3,Offer3,Agent,336.0,Two-Door Car,Medsize,A
KY29506,California,20395.96875,California,Premium,College,2/27/11,Employed,F,92850,Suburban,Single,104,3.0,28,1.0,2,Personal Auto,Personal L2,Offer1,Agent,499.2,Four-Door Car,Medsize,A
GL67540,California,5904.088162,California,Basic,College,1/15/11,Employed,F,97413,Urban,Married,73,21.0,80,0.0,6,Personal Auto,Personal L3,Offer1,Agent,268.819985,Four-Door Car,Medsize,A
XF94149,California,4087.512572,California,Basic,College,2/15/11,Employed,M,24123,Suburban,Married,104,7.0,61,0.0,1,Personal Auto,Personal L3,Offer4,Branch,748.8,SUV,Medsize,A
UD61088,California,13799.05459,California,Extended,Bachelor,2/23/11,Unemployed,M,0,Suburban,Married,127,20.0,31,0.0,2,Personal Auto,Personal L1,Offer1,Agent,609.6,SUV,Small,A
SS63511,California,8564.768226,California,Basic,High School or Below,2/17/11,Employed,M,95697,Rural,Married,107,29.0,29,0.0,9,Corporate Auto,Corporate L3,Offer2,Agent,178.006524,Four-Door Car,Medsize,A
JR82641,Arizona,10682.7619,Arizona,Extended,Master,1/10/11,Employed,M,52965,Rural,Married,134,6.0,77,3.0,4,Personal Auto,Personal L3,Offer4,Agent,83.815183,SUV,Medsize,A
SK47162,Oregon,3567.503755,Oregon,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize,A
